Title	URL	Abstract views	PDF views	Original submission	Current submission
Shape Transitions and Chiral Symmetry Breaking in the Energy Landscape of the Mitotic Chromosome	http://biorxiv.org/content/early/2015/11/11/031260	578	208	2015_11_11	2015_11_11
Micro-Pharmacodynamics: Bridging In Vitro and In Vivo Experimental Scales in Testing Drug Efficacy and Resistance	http://biorxiv.org/content/early/2015/11/11/031294	417	147	2015_11_11	2015_11_11
Modeling Small Non-canonical RNA Motifs with the Rosetta FARFAR Server	http://biorxiv.org/content/early/2015/11/11/031278	748	235	2015_11_11	2015_11_11
Progressive lengthening of 3′ untranslated regions of mRNAs by alternative cleavage and polyadenylation in cellular senescence of mouse embryonic fibroblasts	http://biorxiv.org/content/early/2015/11/11/031302	754	330	2015_11_11	2015_11_11
MicrobiomeGWAS: a tool for identifying host genetic variants associated with microbiome composition	http://biorxiv.org/content/early/2015/11/10/031187	1562	736	2015_11_10	2015_11_10
Shared genetic aetiology between cognitive functions and physical and mental health in UK Biobank (N = 112 151) and 24 GWAS consortia.	http://biorxiv.org/content/early/2015/11/10/031120	2839	1524	2015_11_10	2015_11_10
Modeling Transitions between Responsive and Resistant States in Breast Cancer with Application to Therapy Optimization	http://biorxiv.org/content/early/2015/11/10/031245	848	305	2015_11_10	2015_11_10
Physics-based multiscale mass transport model in drug delivery and tumor microenvironment	http://biorxiv.org/content/early/2015/11/10/031252	792	246	2015_11_10	2015_11_10
Homoeologue expression insights into the basis of growth heterosis at the intersection of ploidy and hybridity in Cyprinidae (Carassius auratus red var. × Cyprinus carpio)	http://biorxiv.org/content/early/2015/11/10/031096	397	208	2015_11_10	2015_11_10
Collinearity Analysis of Allotetraploid Gossypium Tomentosum and Gossypium Darwinii	http://biorxiv.org/content/early/2015/11/10/031104	485	261	2015_11_10	2015_11_10
Dead or gone? Bayesian inference on mortality for the dispersing sex	http://biorxiv.org/content/early/2015/11/10/031161	526	201	2015_11_10	2015_11_10
Faster processing of moving compared to flashed bars in awake macaque V1 provides a neural correlate of the flash lag illusion	http://biorxiv.org/content/early/2015/11/10/031146	2645	368	2015_11_10	2015_11_10
Pleiotropy between neuroticism and physical and mental health: findings from 108 038 men and women in UK Biobank	http://biorxiv.org/content/early/2015/11/10/031138	1900	361	2015_11_10	2015_11_10
Climate and developmental plasticity: interannual variability in grapevine leaf morphology	http://biorxiv.org/content/early/2015/11/10/030957	3332	434	2015_11_8	2015_11_10
Agent based models to investigate cooperation between cancer cells	http://biorxiv.org/content/early/2015/11/09/031070	1100	339	2015_11_09	2015_11_09
Evolving cohesion metrics of a research network on rare diseases: a longitudinal study over 14 years	http://biorxiv.org/content/early/2015/11/09/030809	681	202	2015_11_09	2015_11_09
Numerical simulation of population development using the function of the age distribution of birthrate	http://biorxiv.org/content/early/2015/11/09/031047	432	105	2015_11_09	2015_11_09
Fast principal components analysis reveals convergent evolution of ADH1B gene in Europe and East Asia	http://biorxiv.org/content/early/2015/11/09/018143	5698	2264	2015_08_24	2015_11_09
On the importance of being structured: instantaneous coalescence rates and a re-evaluation of human evolution	http://biorxiv.org/content/early/2015/11/09/031062	973	396	2015_11_09	2015_11_09
Identification of protein secretion systems in bacterial genomes	http://biorxiv.org/content/early/2015/11/09/031039	1443	666	2015_11_09	2015_11_09
A multi-trait meta-analysis with imputed sequence variants reveals twelve QTL for mammary gland morphology in Fleckvieh cattle	http://biorxiv.org/content/early/2015/11/09/030981	783	383	2015_11_09	2015_11_09
A computational model of inhibition of HIV-1 by interferon-alpha	http://biorxiv.org/content/early/2015/11/09/031005	508	161	2015_11_09	2015_11_09
Exploring phylogenomic relationships within Myriapoda: should high matrix occupancy be the goal?	http://biorxiv.org/content/early/2015/11/09/030973	1320	632	2015_11_09	2015_11_09
Targeted mutations on 3D hub loci alter spatial interaction environment	http://biorxiv.org/content/early/2015/11/09/030999	669	241	2015_11_09	2015_11_09
An Approximate Markov Model for the Wright-Fisher Diffusion	http://biorxiv.org/content/early/2015/11/08/030940	949	336	2015_11_08	2015_11_08
Assisted reproduction causes intrauterus growth restriction by disrupting placental lipid metabolism	http://biorxiv.org/content/early/2015/11/08/030965	491	282	2015_11_08	2015_11_08
Modularity and Morphometrics: Error Rates in Hypothesis Testing	http://biorxiv.org/content/early/2015/11/07/030874	642	265	2015_11_07	2015_11_07
Quantifying the unobserved protein-coding variants in human populations provides a roadmap for large-scale sequencing projects	http://biorxiv.org/content/early/2015/11/07/030841	3798	1273	2015_11_6	2015_11_07
Adaptation to heavy-metal contaminated environments proceeds via selection on pre-existing genetic variation	http://biorxiv.org/content/early/2015/11/07/029900	2684	663	2015_10_27	2015_11_07
Nanoscale architecture of the axon initial segment reveals an organized and robust scaffold	http://biorxiv.org/content/early/2015/11/06/022962	2688	2346	2015_07_21	2015_11_06
Convergent patterns of sex chromosome dosage compensation between lepidopteran species (WZ/ZZ) and eutherian mammals (XX/XY): insights from a moth neo-Z chromosome	http://biorxiv.org/content/early/2015/11/06/030767	857	221	2015_11_06	2015_11_06
Cannabis microbiome sequencing reveals several mycotoxic fungi native to dispensary grade cannabis flowers	http://biorxiv.org/content/early/2015/11/06/030775	1502	806	2015_11_06	2015_11_06
Evolutionary history of the global emergence of the Escherichia coli epidemic clone ST131	http://biorxiv.org/content/early/2015/11/06/030668	1369	547	2015_11_06	2015_11_06
Adaptation to an invasive host is collapsing a native ecotype	http://biorxiv.org/content/early/2015/11/06/030858	821	137	2015_11_06	2015_11_06
Patterns of transcriptional response to 1,25-dihydroxyvitamin D3 and bacterial lipopolysaccharide in primary human monocytes	http://biorxiv.org/content/early/2015/11/06/030759	608	178	2015_11_06	2015_11_06
Using genotype data to distinguish pleiotropy from heterogeneity: deciphering coheritability in autoimmune and neuropsychiatric diseases	http://biorxiv.org/content/early/2015/11/06/030783	1703	721	2015_11_06	2015_11_06
What's in my pot? Real-time species identification on the MinION	http://biorxiv.org/content/early/2015/11/06/030742	11207	5813	2015_11_06	2015_11_06
Simulating serial-target antibacterial drug synergies using flux balance analysis	http://biorxiv.org/content/early/2015/11/06/030791	536	309	2015_11_06	2015_11_06
chopBAI: BAM index reduction solves I/O bottlenecks in the joint analysis of large sequencing cohorts	http://biorxiv.org/content/early/2015/11/06/030825	1237	243	2015_11_06	2015_11_06
The UCSC Genome Browser database: 2016 update	http://biorxiv.org/content/early/2015/11/06/027037	1641	929	2015_09_17	2015_11_06
Dynamical state of the network determines the efficacy of single neuron properties in shaping the network activity	http://biorxiv.org/content/early/2015/11/05/030700	606	277	2015_11_05	2015_11_05
The single-species metagenome: subtyping Staphylococcus aureus core genome sequences from shotgun metagenomic data	http://biorxiv.org/content/early/2015/11/05/030692	2226	547	2015_11_05	2015_11_05
ADAGE analysis of publicly available gene expression data collections illuminates Pseudomonas aeruginosa-host interactions	http://biorxiv.org/content/early/2015/11/05/030650	3647	1561	2015_11_05	2015_11_05
Common and phylogenetically widespread coding for peptides by bacterial small RNAs	http://biorxiv.org/content/early/2015/11/04/030619	1054	228	2015_11_04	2015_11_04
Structural modeling of the flagellum MS ring protein FliF reveals similarities to the type III secretion system and sporulation complex	http://biorxiv.org/content/early/2015/11/04/023564	1235	551	2015_07_30	2015_11_04
Utilization of high throughput genome sequencing technology for large scale single nucleotide polymorphism discovery in red deer and Canadian elk	http://biorxiv.org/content/early/2015/11/04/027318	1631	681	2015_09_23	2015_11_04
Sub-tomogram averaging in RELION	http://biorxiv.org/content/early/2015/11/03/030544	2236	1681	2015_11_03	2015_11_03
Evaluating disease similarity using latent Dirichlet allocation	http://biorxiv.org/content/early/2015/11/03/030593	858	675	2015_11_03	2015_11_03
GenOO: A Modern Perl Framework for High Throughput Sequencing analysis	http://biorxiv.org/content/early/2015/11/03/019265	4594	976	2015_05_13	2015_11_03
Various localized epigenetic marks predict expression across 54 samples and reveal underlying chromatin state enrichments	http://biorxiv.org/content/early/2015/11/03/030478	925	325	2015_11_03	2015_11_03
Resources for the comprehensive discovery of functional RNA elements	http://biorxiv.org/content/early/2015/11/02/030486	1732	756	2015_11_02	2015_11_02
GBStools: A Unified Approach for Reduced Representation Sequencing and Genotyping	http://biorxiv.org/content/early/2015/11/02/030494	980	361	2015_11_02	2015_11_02
Meta-analysis of 375,000 individuals identifies 38 susceptibility loci for migraine	http://biorxiv.org/content/early/2015/11/02/030288	6998	1956	2015_11_02	2015_11_02
The Prolylhydroxylase PHD2 Modulates Centromere Function through the Hydroxylation of CENP-N	http://biorxiv.org/content/early/2015/11/02/030452	721	192	2015_11_02	2015_11_02
Disruption of endosperm development is a major cause of hybrid seed inviability between Mimulus guttatus and M. nudatus	http://biorxiv.org/content/early/2015/11/02/029223	1037	641	2015_10_28	2015_11_02
repgenHMM: a dynamic programming tool to infer the rules of immune receptor generation from sequence data	http://biorxiv.org/content/early/2015/10/31/030403	730	219	2015_10_31	2015_10_31
Balanced Oscillatory Coupling Improves Information Flow	http://biorxiv.org/content/early/2015/10/31/030304	2382	688	2015_10_30	2015_10_31
IMO-HIP 2015 Report: An Evolutionary Game Theory Approach to evolutionary-enlightened application of chemotherapy in bone metastatic prostate cancer	http://biorxiv.org/content/early/2015/10/30/030262	1212	397	2015_10_30	2015_10_30
Heterogeneity of dN/dS ratios at the classical HLA class I genes over divergence time and across the allelic phylogeny	http://biorxiv.org/content/early/2015/10/30/008342	2257	749	2015_09_28	2015_10_30
Frequency and complexity of de novo structural mutation in autism	http://biorxiv.org/content/early/2015/10/30/030270.1	2380	1149	2015_10_30	2015_10_30
Human Microbiota of the Argentine Population- A pilot study	http://biorxiv.org/content/early/2015/10/30/030361	966	224	2015_10_30	2015_10_30
DBSIM: A Platform of Simulation Resources for Genetic Epidemiology Studies	http://biorxiv.org/content/early/2015/10/30/030353	663	116	2015_10_30	2015_10_30
SimpleSBML: A Python package for creating and editing SBML models	http://biorxiv.org/content/early/2015/10/30/030312	888	314	2015_10_30	2015_10_30
PHYLUCE is a software package for the analysis of conserved genomic loci	http://biorxiv.org/content/early/2015/10/30/027904	1565	353	2015_10_1	2015_10_30
Sporadic, global linkage disequilibrium between unlinked segregating sites	http://biorxiv.org/content/early/2015/10/30/030247	658	206	2015_10_30	2015_10_30
Whole genome sequencing of field isolates reveals extensive genetic diversity in Plasmodium vivax from Colombia	http://biorxiv.org/content/early/2015/10/29/025338	1873	422	2015_08_23	2015_10_29
Patching holes in the Chlamydomonas genome	http://biorxiv.org/content/early/2015/10/29/030163	492	166	2015_10_29	2015_10_29
High efficiency transfection of thymic epithelial cell lines and primary thymic epithelial cells by Nucleofection.	http://biorxiv.org/content/early/2015/10/29/030221	698	280	2015_10_29	2015_10_29
Recovery of dynamics and function in spiking neural networks by closed-loop control	http://biorxiv.org/content/early/2015/10/29/030189	783	249	2015_10_29	2015_10_29
Inferring extrinsic noise from single-cell gene expression data using Approximate Bayesian Computation.	http://biorxiv.org/content/early/2015/10/29/030155	1859	269	2015_10_29	2015_10_29
Discrete Distributional Differential Expression (D3E) - A Tool for Gene Expression Analysis of Single-cell RNA-seq Data	http://biorxiv.org/content/early/2015/10/29/020735	2982	1289	2015_07_25	2015_10_29
Augmentation of nonsense mediated decay by rapamycin	http://biorxiv.org/content/early/2015/10/28/028332	1523	1000	2015_10_3	2015_10_28
Para-allopatry in hybridizing fire-bellied toads (Bombina bombina and B. variegata): inference from transcriptome-wide coalescence analyses	http://biorxiv.org/content/early/2015/10/28/030056	726	378	2015_10_28	2015_10_28
